                      ECO00132                         COMA4-6    194.811005     27.8956    2568.000000     ACS/WFC    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_12918_06_acs_wfc_f475w
                      ECO00132                         COMA4-6    194.811005     27.8956    1400.000000     ACS/WFC    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_12918_06_acs_wfc_f814w
                      ECO00132                             ANY    194.811005     27.8956    2795.000000     ACS/WFC    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_13777_03_acs_wfc_f475w
                      ECO00132                        NGC-4874    194.811005     27.8956    2537.000000   WFC3/UVIS    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_11711_01_wfc3_uvis_f475x
                      ECO00132                             ANY    194.811005     27.8956   10680.000000   WFC3/UVIS    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_11711_01_wfc3_uvis_f600lp
                      ECO00133                         NGC4876    194.848007     27.9196    1600.000000       WFPC2    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_05997_03_wfpc2_f606w_wf
                      ECO00133                         NGC4869    194.848007     27.9196    1600.000000       WFPC2    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_05997_06_wfpc2_f606w_wf
                      ECO00133                         NGC4874    194.848007     27.9196   20400.000000       WFPC2    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_06104_01_wfpc2_f606w_wf
                      ECO00133                         NGC4874    194.848007     27.9196     540.000000       WFPC2    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_06104_02_wfpc2_f606w_wf
                      ECO00133                         NGC4874    194.848007     27.9196    8720.000000       WFPC2    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_06104_02_wfpc2_f814w_wf
                      ECO00133                             ANY    194.848007     27.9196    5200.000000       WFPC2    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_10397_03_wfpc2_f606w_wf
                      ECO00133                             ANY    194.848007     27.9196    5200.000000       WFPC2    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_10397_03_wfpc2_f814w_wf
                      ECO00133                             ANY    194.848007     27.9196    5200.000000       WFPC2    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_10397_52_wfpc2_f606w_wf
                      ECO00133                             ANY    194.848007     27.9196    5200.000000       WFPC2    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_10397_52_wfpc2_f814w_wf
                      ECO00133                        GMP-3414    194.848007     27.9196     600.000000       WFPC2    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hst_10884_12_wfpc2_f622w_wf
                      ECO00133                         COMA3-5    194.848007     27.9196    2677.000000     ACS/WFC    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hlsp_coma_hst_acs-wfc_v19_f475w_v1_ivm-drz-cl
                      ECO00133                         COMA3-5    194.848007     27.9196    1400.000000     ACS/WFC    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hlsp_coma_hst_acs-wfc_v19_f814w_v1_ivm-drz-cl
                      ECO00133                         COMA5-5    194.848007     27.9196    2677.000000     ACS/WFC    http://hla.stsci.edu/cgi-bin/getdata.cgi?config=ops&amp;dataset=hlsp_coma_hst_acs-wfc_v33_f475w_v1_ivm-drz-cl
